set_point,position_error,current
20.96,1.501303,0.3507020021186443
21.92,1.737039,0.5222570021186442
22.879999999999995,2.603346,0.5529080021186442
23.840000000000003,3.088662,0.7083580021186443
24.8,3.995857,0.8055840021186443
25.760000000000005,4.381311,0.7914420021186442
26.72,4.505132,0.7950740021186443
27.68,4.924305,0.6718330021186444
28.64,4.749443,0.5679520021186443
29.6,4.542805,0.4766680021186443
30.56,4.377404,0.4507480021186442
31.52,4.035737,0.5145870021186442
32.480000000000004,3.767794,0.4820290021186443
33.44,3.529133,0.3951790021186442
34.4,3.295746,0.4083450021186442
35.36,2.738259,0.4667380021186443
36.32,2.44159,0.4092820021186442
37.28,2.096353,0.4280050021186442
38.24,1.729307,0.4907610021186442
39.2,1.093274,0.4966550021186443
40.16,1.09212,0.5249910021186442
41.12,1.264714,0.5344430021186443
42.08,1.120108,0.5380790021186442
43.04,0.887922,0.5365370021186443
44.0,0.878116,0.5124020021186443
44.96,0.362558,0.5751450021186443
45.92,0.553017,0.5162530021186443
46.88,0.208932,0.5916220021186444
47.84,0.019949,0.6147940021186443
48.8,-0.189458,0.5657100021186442
49.75999999999999,-0.142058,0.6038300021186443
50.72,-0.406347,0.6262130021186444
51.68000000000001,-0.353142,0.6817370021186443
52.64,-0.729892,0.7832730021186444
53.6,-0.133868,0.7356940021186443
54.56,-0.057168,0.7158970021186443
55.52000000000001,0.055844,0.6121920021186443
56.47999999999999,0.362748,0.6052890021186442
57.44,0.042599,0.6436910021186443
58.400000000000006,-0.045109,0.6714580021186444
59.36,0.027766,0.6440580021186443
60.31999999999999,0.014914,0.5624930021186442
61.28,-0.09239,0.6478190021186444
62.24000000000001,0.036907,0.6159070021186442
63.2,-0.530863,0.6740660021186443
64.16,-0.382381,0.6154820021186443
65.12,-0.718898,0.7124440021186443
66.08,-0.352903,0.7516120021186444
67.03999999999999,-0.169267,0.7552810021186444
68.0,-0.035644,0.7221450021186443
68.96000000000001,0.163329,0.7110520021186443
69.92,-0.032044,0.6418470021186443
70.88,-0.048723,0.6582060021186443
71.84,-0.104735,0.7577750021186443
72.8,0.181768,0.6879790021186444
73.76,0.208581,0.7141040021186443
74.72,0.245036,0.6046550021186444
75.68,0.233631,0.5771250021186444
76.64,0.244733,0.6458270021186444
77.6,-0.083392,0.6461890021186444
78.56,-0.263708,0.6388400021186443
79.52,-0.227105,0.7130330021186443
80.48,0.068789,0.6638080021186444
81.44,0.598175,0.6251600021186444
82.4,0.283525,0.6168270021186443
83.36,0.181477,0.5869030021186442
84.32,0.450584,0.5547930021186444
85.28,0.015461,0.6180040021186443
86.24,-0.237534,0.5888840021186442
87.2,-0.357614,0.6547670021186444
88.16,-0.165716,0.7179290021186443
89.12,-0.204115,0.6725500021186442
90.08,-0.065489,0.6660440021186443
91.04,-0.088687,0.6851180021186444
92.0,0.20027,0.6360650021186444
92.96,-0.081444,0.7281210021186443
93.92,-0.121733,0.6890710021186442
94.88,0.063892,0.6321450021186444
95.84,0.070353,0.6730590021186443
96.8,0.277944,0.6155590021186442
97.76,0.327886,0.6187870021186442
98.72,-0.024216,0.6608870021186443
99.68,0.143528,0.5553440021186443
100.64,-0.013637,0.6072460021186444
101.6,0.099659,0.6230680021186444
102.56,0.076378,0.6801480021186442
103.52,-0.342861,0.6635310021186444
104.48,-0.32989,0.6498000021186444
105.44,-0.028081,0.6455550021186444
106.4,-0.141644,0.6994230021186444
107.36,-0.601713,0.6840690021186443
108.32,-1.16914,0.7774330021186443
109.28,-0.182582,0.7437760021186443
110.24,0.013438,0.7318030021186442
111.2,-0.068244,0.6948640021186444
112.16,0.799316,0.6543410021186443
113.12,0.15286,0.7346480021186442
114.07999999999998,0.3907,0.5801220021186443
115.04000000000002,0.392932,0.5906260021186444
116.0,0.59707,0.5762790021186442
116.95999999999998,0.472548,0.5957100021186442
