set_point,position_error,current,profile,load,run,fault_type,group,time
20.96,1.735094,0.2971414576271191,trap,20,1,7,1,0
21.92,1.829453,0.4739094576271191,trap,20,1,7,1,0.04
22.879999999999995,2.37876,0.6355404576271192,trap,20,1,7,1,0.07999999999999999
23.840000000000003,3.077874,0.7202464576271191,trap,20,1,7,1,0.12
24.799999999999997,3.955317,0.805101457627119,trap,20,1,7,1,0.16
25.760000000000005,4.173319,0.8458824576271192,trap,20,1,7,1,0.19999999999999998
26.72,4.143471,0.7316364576271192,trap,20,1,7,1,0.24000000000000002
27.68,4.039876,0.7435494576271192,trap,20,1,7,1,0.28
28.64,4.223349,0.7211144576271192,trap,20,1,7,1,0.32
29.6,4.325064,0.6937314576271191,trap,20,1,7,1,0.36000000000000004
30.560000000000002,4.269613,0.5784854576271191,trap,20,1,7,1,0.4
31.519999999999996,4.154794,0.4622864576271192,trap,20,1,7,1,0.44
32.48,3.904756,0.5136614576271191,trap,20,1,7,1,0.48000000000000004
33.44,3.978394,0.44056045762711926,trap,20,1,7,1,0.52
34.4,3.852709,0.3408384576271192,trap,20,1,7,1,0.5599999999999999
35.36,3.061134,0.39659745762711907,trap,20,1,7,1,0.6
36.32,2.543897,0.48816145762711904,trap,20,1,7,1,0.64
37.28,2.117897,0.47253645762711904,trap,20,1,7,1,0.6799999999999999
38.24,1.852335,0.45286945762711917,trap,20,1,7,1,0.72
39.2,1.339969,0.5059144576271192,trap,20,1,7,1,0.76
40.16,1.208035,0.5693344576271192,trap,20,1,7,1,0.7999999999999999
41.12,0.812741,0.6143484576271191,trap,20,1,7,1,0.84
42.08,0.902268,0.5561254576271192,trap,20,1,7,1,0.88
43.04,0.966542,0.5166894576271192,trap,20,1,7,1,0.9199999999999999
44,0.88671,0.5391764576271191,trap,20,1,7,1,0.96
44.96000000000001,0.406283,0.5846894576271192,trap,20,1,7,1,1
45.92,0.274719,0.5829544576271192,trap,20,1,7,1,1.04
46.879999999999995,-0.070903,0.5803454576271191,trap,20,1,7,1,1.08
47.84,-0.293976,0.5936434576271191,trap,20,1,7,1,1.1199999999999999
48.8,-0.434126,0.7365674576271192,trap,20,1,7,1,1.16
49.75999999999999,-0.099801,0.6869104576271191,trap,20,1,7,1,1.2
50.72,0.419976,0.6222644576271191,trap,20,1,7,1,1.24
51.68000000000001,-0.458698,0.5975644576271192,trap,20,1,7,1,1.28
52.64,-1.374286,0.6999944576271192,trap,20,1,7,1,1.32
53.599999999999994,-0.147986,0.7086754576271191,trap,20,1,7,1,1.36
54.56,-0.728185,0.8932054576271192,trap,20,1,7,1,1.4
55.52000000000001,-0.264636,0.7527754576271192,trap,20,1,7,1,1.44
56.47999999999999,-0.028869,0.7120674576271192,trap,20,1,7,1,1.48
57.44,0.171931,0.6273394576271191,trap,20,1,7,1,1.52
58.400000000000006,0.392889,0.622824457627119,trap,20,1,7,1,1.56
59.36,0.254075,0.6531584576271191,trap,20,1,7,1,1.6
60.31999999999999,-0.182193,0.7094814576271192,trap,20,1,7,1,1.64
61.28,-0.608994,0.7273124576271192,trap,20,1,7,1,1.68
62.24000000000001,-0.108475,0.6977514576271192,trap,20,1,7,1,1.72
63.2,-0.246897,0.7749324576271192,trap,20,1,7,1,1.76
64.16,0.061887,0.7284004576271191,trap,20,1,7,1,1.8
65.12,0.416888,0.6884824576271192,trap,20,1,7,1,1.84
66.08,0.251161,0.627072457627119,trap,20,1,7,1,1.88
67.04,0.03693,0.6256804576271192,trap,20,1,7,1,1.92
68,-0.256013,0.6674924576271192,trap,20,1,7,1,1.96
68.96,-0.392329,0.7693344576271192,trap,20,1,7,1,2
69.92,-0.175197,0.7638264576271191,trap,20,1,7,1,2.04
70.88,0.174571,0.6861134576271192,trap,20,1,7,1,2.08
71.84,0.296569,0.6677984576271191,trap,20,1,7,1,2.12
72.8,-0.110513,0.6493144576271191,trap,20,1,7,1,2.16
73.76,-0.342576,0.729060457627119,trap,20,1,7,1,2.2
74.72,0.10304,0.7743304576271192,trap,20,1,7,1,2.24
75.68,0.348096,0.6422934576271192,trap,20,1,7,1,2.28
76.64,0.387873,0.6007034576271192,trap,20,1,7,1,2.32
77.6,-0.003867,0.6545504576271192,trap,20,1,7,1,2.36
78.56,0.232458,0.6466414576271192,trap,20,1,7,1,2.4
79.52,-0.036691,0.6693844576271192,trap,20,1,7,1,2.44
80.48,0.019497,0.674263457627119,trap,20,1,7,1,2.48
81.44,-0.14683,0.62543945762711906,trap,20,1,7,1,2.52
82.4,0.12002,0.6218884576271192,trap,20,1,7,1,2.56
83.36,0.066114,0.6750684576271192,trap,20,1,7,1,2.6
84.32,0.022745,0.684112457627119,trap,20,1,7,1,2.64
85.28,-0.321057,0.6972154576271191,trap,20,1,7,1,2.68
86.24,-0.298694,0.6560494576271191,trap,20,1,7,1,2.72
87.2,-0.496877,0.7379324576271192,trap,20,1,7,1,2.7600000000000002
88.16,-0.364832,0.7663204576271191,trap,20,1,7,1,2.8
89.12,-0.089709,0.7583654576271192,trap,20,1,7,1,2.84
90.08,0.149133,0.7098124576271191,trap,20,1,7,1,2.88
91.04,-0.192883,0.6845274576271191,trap,20,1,7,1,2.92
