set_point,position_error,current,profile,load,run,fault_type,group,time
20.96,1.822656,0.42648851694915235,trap,20,1,2,1,0
21.92,2.761377,0.5415465169491522,trap,20,1,2,1,0.04
22.879999999999995,2.489546,0.6939415169491523,trap,20,1,2,1,0.07999999999999999
23.840000000000003,3.105038,0.8504915169491523,trap,20,1,2,1,0.12
24.799999999999997,4.134238,0.9791205169491521,trap,20,1,2,1,0.16
25.760000000000005,4.433832,1.0247595169491526,trap,20,1,2,1,0.19999999999999998
26.72,4.697026,0.9843275169491525,trap,20,1,2,1,0.24000000000000002
27.68,4.84996,0.9257105169491522,trap,20,1,2,1,0.28
28.64,4.709379,0.8726775169491523,trap,20,1,2,1,0.32
29.6,4.666341,0.8712165169491524,trap,20,1,2,1,0.36000000000000004
30.560000000000002,4.243079,0.924384516949152,trap,20,1,2,1,0.4
31.519999999999996,3.577379,0.8219505169491523,trap,20,1,2,1,0.44
32.48,3.215303,0.8351035169491523,trap,20,1,2,1,0.48000000000000004
33.44,3.086206,0.8834475169491522,trap,20,1,2,1,0.52
34.4,2.87243,0.8705965169491523,trap,20,1,2,1,0.5599999999999999
35.36,2.333539,0.8315905169491522,trap,20,1,2,1,0.6
36.32,1.982317,0.8332255169491523,trap,20,1,2,1,0.64
37.28,1.935466,0.8767025169491522,trap,20,1,2,1,0.6799999999999999
38.24,1.382958,0.8197745169491524,trap,20,1,2,1,0.72
39.2,1.173672,0.8546165169491522,trap,20,1,2,1,0.76
40.16,1.129784,0.902030516949152,trap,20,1,2,1,0.7999999999999999
41.12,1.149587,0.922363516949152,trap,20,1,2,1,0.84
42.08,0.886014,0.9109875169491526,trap,20,1,2,1,0.88
43.04,0.907483,0.9502125169491522,trap,20,1,2,1,0.9199999999999999
44,0.804979,0.9041775169491524,trap,20,1,2,1,0.96
44.96000000000001,0.690203,0.9712325169491522,trap,20,1,2,1,1
45.92,0.280755,0.9271705169491524,trap,20,1,2,1,1.04
46.879999999999995,-0.162726,0.9213815169491524,trap,20,1,2,1,1.08
47.84,-0.56298,0.8857885169491522,trap,20,1,2,1,1.1199999999999999
48.8,-0.690898,0.918322516949152,trap,20,1,2,1,1.16
49.75999999999999,-0.956183,0.920622516949152,trap,20,1,2,1,1.2
50.72,-0.164931,1.0093805169491523,trap,20,1,2,1,1.24
51.68000000000001,0.071518,1.062423516949152,trap,20,1,2,1,1.28
52.64,0.573296,1.0327835169491524,trap,20,1,2,1,1.32
53.599999999999994,0.414497,1.0096235169491525,trap,20,1,2,1,1.36
54.56,0.188189,0.9896085169491522,trap,20,1,2,1,1.4
55.52000000000001,-0.366462,0.9177205169491522,trap,20,1,2,1,1.44
56.47999999999999,-0.383649,0.9329615169491523,trap,20,1,2,1,1.48
57.44,-0.917149,0.9172015169491525,trap,20,1,2,1,1.52
58.400000000000006,-0.985055,0.8996775169491522,trap,20,1,2,1,1.56
59.36,-0.214573,1.0146255169491523,trap,20,1,2,1,1.6
60.31999999999999,0.287094,1.0667265169491522,trap,20,1,2,1,1.64
61.28,0.370351,1.0135645169491523,trap,20,1,2,1,1.68
62.24000000000001,0.036197,0.9771285169491526,trap,20,1,2,1,1.72
63.2,-0.011495,0.9345665169491524,trap,20,1,2,1,1.76
64.16,-0.186577,0.9171435169491524,trap,20,1,2,1,1.8
65.12,0.252307,0.9644455169491526,trap,20,1,2,1,1.84
66.08,0.54517,1.0441115169491522,trap,20,1,2,1,1.88
67.04,0.239927,0.9572965169491525,trap,20,1,2,1,1.92
68,-0.02209,0.934328516949152,trap,20,1,2,1,1.96
68.96,-0.435787,0.8670025169491522,trap,20,1,2,1,2
69.92,-0.291467,0.9209505169491525,trap,20,1,2,1,2.04
70.88,-0.018981,0.9763095169491522,trap,20,1,2,1,2.08
71.84,0.200688,1.0179975169491524,trap,20,1,2,1,2.12
72.8,0.487167,1.0263575169491521,trap,20,1,2,1,2.16
73.76,0.373551,0.9966025169491524,trap,20,1,2,1,2.2
74.72,0.100982,0.9509605169491524,trap,20,1,2,1,2.24
75.68,-0.237466,0.9202535169491524,trap,20,1,2,1,2.28
76.64,0.095771,1.0053995169491523,trap,20,1,2,1,2.32
77.6,0.015683,0.9811265169491523,trap,20,1,2,1,2.36
78.56,0.275517,1.0382365169491525,trap,20,1,2,1,2.4
79.52,0.295486,0.9904105169491519,trap,20,1,2,1,2.44
80.48,0.07814,0.9681175169491525,trap,20,1,2,1,2.48
81.44,-0.118375,0.9718515169491522,trap,20,1,2,1,2.52
82.4,-0.478666,0.9561945169491521,trap,20,1,2,1,2.56
83.36,-0.673076,0.9304535169491521,trap,20,1,2,1,2.6
84.32,-1.115971,0.8834535169491522,trap,20,1,2,1,2.64
85.28,-0.216384,0.9952205169491524,trap,20,1,2,1,2.68
86.24,-0.017756,1.011392516949152,trap,20,1,2,1,2.72
87.2,0.449789,1.0251675169491523,trap,20,1,2,1,2.7600000000000002
88.16,0.576573,1.0119475169491523,trap,20,1,2,1,2.8
