set_point,position_error,current,profile,load,run,fault_type,group,time
20.96,0.835554,0.35496320762711864,trap,20,1,1,1,0
21.92,2.306576,0.30048720762711867,trap,20,1,1,1,0.04
22.879999999999995,2.435441,0.6183222076271186,trap,20,1,1,1,0.07999999999999999
23.840000000000003,3.249927,0.8206492076271187,trap,20,1,1,1,0.12
24.799999999999997,3.641587,0.9257052076271187,trap,20,1,1,1,0.16
25.760000000000005,3.596192,1.0274562076271185,trap,20,1,1,1,0.19999999999999998
26.72,4.401368,0.9517782076271185,trap,20,1,1,1,0.24000000000000002
27.68,4.254496,0.9108542076271186,trap,20,1,1,1,0.28
28.64,4.721213,0.7389892076271186,trap,20,1,1,1,0.32
29.6,4.304099,0.6801182076271187,trap,20,1,1,1,0.36000000000000004
30.560000000000002,4.090773,0.6684152076271187,trap,20,1,1,1,0.4
31.519999999999996,3.781139,0.6789842076271186,trap,20,1,1,1,0.44
32.48,2.888039,0.6917582076271186,trap,20,1,1,1,0.48000000000000004
33.44,3.239905,0.6097672076271187,trap,20,1,1,1,0.52
34.4,3.058468,0.6543922076271186,trap,20,1,1,1,0.5599999999999999
35.36,2.750339,0.7110522076271187,trap,20,1,1,1,0.6
36.32,2.208186,0.7047452076271187,trap,20,1,1,1,0.64
37.28,2.269737,0.6399662076271186,trap,20,1,1,1,0.6799999999999999
38.24,1.756994,0.6178362076271187,trap,20,1,1,1,0.72
39.2,1.644448,0.6861302076271186,trap,20,1,1,1,0.76
40.16,1.571473,0.7193872076271187,trap,20,1,1,1,0.7999999999999999
41.12,1.444597,0.5896932076271187,trap,20,1,1,1,0.84
42.08,0.806556,0.6402582076271187,trap,20,1,1,1,0.88
43.04,0.569134,0.6371762076271187,trap,20,1,1,1,0.9199999999999999
44,0.606628,0.7589672076271187,trap,20,1,1,1,0.96
44.96000000000001,0.22225,0.7276702076271186,trap,20,1,1,1,1
45.92,0.218636,0.7156542076271187,trap,20,1,1,1,1.04
46.879999999999995,-0.105115,0.7999272076271187,trap,20,1,1,1,1.08
47.84,-0.334574,0.8153692076271186,trap,20,1,1,1,1.1199999999999999
48.8,-0.034013,0.8411192076271187,trap,20,1,1,1,1.16
49.75999999999999,-0.355546,0.8233122076271187,trap,20,1,1,1,1.2
50.72,-0.705025,0.8880242076271186,trap,20,1,1,1,1.24
51.68000000000001,0.019659,0.8290462076271187,trap,20,1,1,1,1.28
52.64,0.13441,0.7988462076271187,trap,20,1,1,1,1.32
53.599999999999994,0.133553,0.8430122076271187,trap,20,1,1,1,1.36
54.56,0.21861,0.7882072076271187,trap,20,1,1,1,1.4
55.52000000000001,-0.277011,0.7722682076271187,trap,20,1,1,1,1.44
56.47999999999999,-0.641152,0.7877362076271187,trap,20,1,1,1,1.48
57.44,-0.056736,0.8104702076271186,trap,20,1,1,1,1.52
58.400000000000006,-0.519406,0.9296952076271187,trap,20,1,1,1,1.56
59.36,-0.215453,0.8785832076271186,trap,20,1,1,1,1.6
60.31999999999999,-0.032518,0.8527682076271187,trap,20,1,1,1,1.64
61.28,0.219583,0.7952002076271186,trap,20,1,1,1,1.68
62.24000000000001,0.013442,0.8261242076271187,trap,20,1,1,1,1.72
63.2,-0.166234,0.8297072076271187,trap,20,1,1,1,1.76
64.16,-0.084817,0.8814102076271187,trap,20,1,1,1,1.8
65.12,0.046383,0.8312652076271186,trap,20,1,1,1,1.84
66.08,-0.026579,0.8442902076271187,trap,20,1,1,1,1.88
67.04,0.096658,0.8022602076271187,trap,20,1,1,1,1.92
68,0.252971,0.7833842076271187,trap,20,1,1,1,1.96
68.96,-0.076787,0.8902452076271187,trap,20,1,1,1,2
69.92,0.200885,0.7529692076271186,trap,20,1,1,1,2.04
70.88,0.027622,0.8220742076271187,trap,20,1,1,1,2.08
71.84,0.01088,0.7614302076271187,trap,20,1,1,1,2.12
72.8,-6.5e-4,0.8130462076271187,trap,20,1,1,1,2.16
73.76,-0.077815,0.8544462076271186,trap,20,1,1,1,2.2
74.72,0.111174,0.8035832076271187,trap,20,1,1,1,2.24
75.68,-0.243811,0.8431382076271187,trap,20,1,1,1,2.28
76.64,-0.349611,0.8534612076271186,trap,20,1,1,1,2.32
77.6,-0.087997,0.8410522076271186,trap,20,1,1,1,2.36
78.56,0.059269,0.8485902076271187,trap,20,1,1,1,2.4
79.52,-0.141383,0.8723762076271186,trap,20,1,1,1,2.44
80.48,0.077851,0.8640592076271186,trap,20,1,1,1,2.48
81.44,-2.24e-4,0.7943282076271186,trap,20,1,1,1,2.52
82.4,0.070811,0.7973002076271186,trap,20,1,1,1,2.56
83.36,0.412638,0.7744832076271186,trap,20,1,1,1,2.6
84.32,0.029171,0.8614242076271187,trap,20,1,1,1,2.64
85.28,-0.084702,0.7964182076271187,trap,20,1,1,1,2.68
86.24,-0.17914,0.8480852076271187,trap,20,1,1,1,2.72
87.2,0.151035,0.7963602076271187,trap,20,1,1,1,2.7600000000000002
88.16,-0.311575,0.8418232076271187,trap,20,1,1,1,2.8
89.12,-0.05733,0.8721622076271187,trap,20,1,1,1,2.84
90.08,0.101149,0.8701122076271187,trap,20,1,1,1,2.88
