set_point,position_error,current
20.96,0.944562,0.3392922711864409
21.92,2.472448,0.2910172711864409
22.879999999999995,2.302003,0.6530782711864409
23.840000000000003,3.326303,0.768126271186441
24.8,3.376728,0.8838902711864409
25.760000000000005,3.907955,0.9407102711864408
26.72,4.445382,0.8309732711864408
27.68,4.487723,0.786501271186441
28.64,4.407629,0.7585402711864409
29.6,4.463021,0.669388271186441
30.56,4.073929,0.5751332711864409
31.52,3.876787,0.5605782711864409
32.480000000000004,3.682522,0.6270862711864409
33.44,3.303169,0.5973692711864409
34.4,2.902374,0.5690702711864409
35.36,2.932238,0.536585271186441
36.32,2.915876,0.5775252711864409
37.28,2.393383,0.5854222711864409
38.24,1.696502,0.5277302711864409
39.2,1.696695,0.5545082711864409
40.16,1.403986,0.6136182711864409
41.12,1.114377,0.6202452711864408
42.08,0.636843,0.6382242711864408
43.04,0.898571,0.6085022711864407
44.0,0.331739,0.6840992711864409
44.96,0.470302,0.7043102711864409
45.92,0.274215,0.682810271186441
46.88,0.0424,0.6784882711864408
47.84,-0.141509,0.743143271186441
48.8,-0.101994,0.7654332711864409
49.75999999999999,-0.126649,0.7872232711864409
50.72,-0.130909,0.780763271186441
51.68000000000001,-0.164282,0.734724271186441
52.64,-0.210251,0.7587182711864409
53.6,-0.322726,0.8190722711864409
54.56,-0.245376,0.804258271186441
55.52000000000001,0.102118,0.763829271186441
56.47999999999999,0.090186,0.7411752711864408
57.44,0.045624,0.692157271186441
58.400000000000006,-0.085737,0.729555271186441
59.36,-0.294673,0.7864022711864409
60.31999999999999,0.01576,0.7912152711864409
61.28,-0.199143,0.7291182711864408
62.24000000000001,-0.123851,0.7356282711864408
63.2,-0.48399,0.7918842711864409
64.16,-0.189126,0.8145302711864411
65.12,-0.189553,0.7811202711864409
66.08,-1.137633,0.8684702711864409
67.03999999999999,0.138389,0.761076271186441
68.0,0.22425,0.8043972711864409
68.96000000000001,-0.045084,0.781148271186441
69.92,0.028181,0.799322271186441
70.88,0.277135,0.7840052711864409
71.84,0.15003,0.7814382711864409
72.8,0.250168,0.6955082711864409
73.76,0.213337,0.719982271186441
74.72,-0.315959,0.8362192711864409
75.68,0.172024,0.7600282711864408
76.64,0.384879,0.7226712711864409
77.6,-0.33528,0.724141271186441
78.56,-0.094771,0.736109271186441
79.52,0.35645,0.7692982711864409
80.48,0.098534,0.7906142711864408
81.44,0.06534,0.7284092711864409
82.4,0.153657,0.680742271186441
83.36,-0.261613,0.7330872711864409
84.32,-0.649268,0.831924271186441
85.28,0.205635,0.7922632711864408
86.24,0.175028,0.7499292711864409
87.2,-0.271915,0.7367402711864408
88.16,-0.003751,0.7001232711864409
89.12,0.00047,0.7857982711864409
90.08,0.035948,0.8004732711864408
91.04,0.28419,0.748895271186441
92.0,-0.009787,0.7614812711864409
92.96,-0.250242,0.723626271186441
93.92,0.236319,0.734587271186441
94.88,0.097281,0.7877932711864408
95.84,0.177761,0.7703802711864409
96.8,0.08376,0.7007472711864409
97.76,0.006788,0.6839972711864408
98.72,0.017798,0.717841271186441
99.68,0.346035,0.746930271186441
100.64,-0.415193,0.8523422711864408
101.6,0.135605,0.720533271186441
102.56,0.239022,0.6858722711864409
103.52,-0.038578,0.7089852711864408
104.48,0.098113,0.7611462711864407
105.44,-0.002324,0.7705092711864407
106.4,-0.148129,0.7491932711864409
107.36,-0.506718,0.7799952711864409
108.32,0.120387,0.7332772711864408
109.28,-0.417663,0.8359162711864407
110.24,-0.148727,0.8088542711864408
111.2,0.053309,0.8066002711864411
112.16,0.10495,0.7409602711864409
113.12,-0.09782,0.7367422711864409
114.07999999999998,0.204279,0.7577352711864409
115.04000000000002,0.325587,0.743960271186441
116.0,0.371712,0.7533662711864408
116.95999999999998,0.188119,0.6816402711864409
117.92000000000002,-0.059776,0.7231092711864409
118.88,0.300757,0.6824682711864409
119.84,0.081351,0.7505802711864409
120.8,0.04416,0.7730312711864409
121.76,0.257239,0.6635512711864409
122.72,-0.048276,0.6841422711864409
123.68,-0.13056,0.7284472711864409
124.64,-0.357675,0.823518271186441
125.6,0.114583,0.7742352711864409
126.56,-0.456275,0.7771252711864409
127.51999999999998,-0.11809,0.7176642711864409
128.48000000000002,-0.294529,0.7794202711864409
129.44,-0.134818,0.7740132711864409
130.4,-0.27925,0.8160152711864408
131.36,0.083249,0.7737702711864409
132.32,-0.316582,0.7976602711864409
133.28,-0.102067,0.7613922711864409
134.24,-0.393931,0.822167271186441
135.2,0.1363,0.809526271186441
136.16,0.207702,0.8173212711864408
137.12,0.430366,0.6921622711864408
138.08,0.247336,0.7104722711864409
139.04,0.102633,0.6855192711864408
140.0,-0.045594,0.7777762711864409
140.0,-0.832724,0.7694322711864408
140.0,-1.902391,0.777961271186441
140.0,-3.343988,0.9176342711864408
140.0,-3.89197,0.6834292711864409
140.0,-3.586919,0.3383872711864408
140.0,-4.270642,0.3814282711864409
140.0,-5.453947,0.4886222711864408
140.0,-4.790739,0.5034422711864409
140.0,-4.260648,0.5906942711864409
140.0,-3.969715,0.5661932711864409
140.0,-3.605483,0.5273022711864409
140.0,-4.173111,0.6295572711864408
140.0,-3.192353,0.6490192711864409
140.0,-2.920322,0.690467271186441
140.0,-2.970445,0.647922271186441
140.0,-2.234732,0.6034332711864409
140.0,-1.7753,0.5614712711864409
