set_point,position_error,current
20.96,1.030443,0.2979459999999998
21.92,1.570476,0.4187169999999998
22.879999999999995,3.171486,0.4254569999999997
23.840000000000003,3.101822,0.73437
24.8,3.60655,0.8812
25.760000000000005,4.130676,0.8468199999999999
26.72,4.373046,0.82114
27.68,4.433007,0.6931759999999998
28.64,4.719312,0.6134599999999999
29.6,4.589964,0.5124249999999999
30.56,4.245314,0.5066049999999997
31.52,3.559857,0.5281779999999998
32.480000000000004,3.571001,0.4792789999999998
33.44,3.467659,0.4597939999999998
34.4,3.435662,0.4683959999999998
35.36,3.59719,0.4836899999999997
36.32,2.839291,0.4195229999999998
37.28,2.14579,0.3462959999999999
38.24,2.092207,0.4407239999999999
39.2,1.619406,0.4867429999999999
40.16,0.682961,0.5054869999999998
41.12,0.564864,0.4863999999999997
42.08,0.602767,0.6143949999999998
43.04,0.796252,0.5939669999999999
44.0,0.380307,0.5920029999999998
44.96,0.176482,0.6022599999999998
45.92,-0.005489,0.6105159999999998
46.88,-0.189311,0.651843
47.84,-0.193222,0.6954929999999999
48.8,-0.403221,0.6706819999999998
49.75999999999999,-0.311317,0.6739099999999998
50.72,-0.229764,0.669106
51.68000000000001,-0.555329,0.7364269999999999
52.64,-0.4274,0.7165159999999999
53.6,0.028772,0.7325229999999998
54.56,-0.406249,0.731725
55.52000000000001,0.284014,0.6666109999999998
56.47999999999999,-0.065966,0.7000249999999999
57.44,-0.485709,0.7234269999999998
58.400000000000006,-0.594481,0.758073
59.36,-0.447336,0.7092799999999999
60.31999999999999,-0.565953,0.7613249999999998
61.28,-0.078464,0.7596579999999999
62.24000000000001,-0.078869,0.7595949999999998
63.2,-0.064963,0.74654
64.16,-0.247944,0.7443529999999998
65.12,0.173839,0.732883
66.08,0.621064,0.7060119999999999
67.03999999999999,0.675082,0.7204529999999998
68.0,0.713176,0.67028
68.96000000000001,0.88148,0.6518849999999998
69.92,0.953272,0.5137529999999999
70.88,0.413925,0.5364599999999999
71.84,0.723454,0.5477209999999999
72.8,0.227073,0.6961309999999998
73.76,0.268914,0.6033659999999998
74.72,0.182873,0.635033
75.68,0.249201,0.5938859999999999
76.64,0.393004,0.6478619999999999
77.6,0.294618,0.690577
78.56,0.470196,0.5498359999999998
79.52,0.103073,0.5919359999999998
80.48,-0.02257,0.5592979999999999
81.44,-0.338774,0.675859
82.4,-0.309715,0.6909749999999999
83.36,-0.34731,0.7346779999999999
84.32,-0.498389,0.701633
85.28,-0.211474,0.6350279999999999
86.24,-0.794411,0.7634329999999998
87.2,-0.382886,0.7285809999999999
88.16,-0.499028,0.6639609999999998
89.12,-0.968153,0.7112349999999998
90.08,-0.68603,0.7646179999999998
91.04,-0.515584,0.7861619999999998
92.0,-0.318466,0.7651869999999998
92.96,-0.384276,0.7657779999999998
93.92,-0.463287,0.7751389999999998
94.88,-0.015251,0.738146
95.84,0.157225,0.687889
96.8,0.476514,0.6727429999999999
97.76,0.217618,0.7073339999999999
98.72,-0.164194,0.6762199999999998
99.68,0.169091,0.6503749999999999
100.64,0.140433,0.6607559999999999
101.6,0.176658,0.6607049999999999
102.56,0.406716,0.7181389999999999
103.52,0.465574,0.6494249999999999
104.48,0.248578,0.653071
105.44,0.36341,0.5951419999999998
106.4,0.160893,0.6514179999999998
107.36,-0.307159,0.6872179999999999
108.32,-0.474946,0.7173779999999998
109.28,-0.009436,0.7054569999999998
110.24,0.0135,0.6862339999999998
111.2,0.16228,0.7224819999999998
112.16,0.466306,0.690583
113.12,0.891981,0.6131389999999999
114.07999999999998,0.534944,0.6324179999999999
115.04000000000002,0.440564,0.5002069999999998
116.0,0.392381,0.5695729999999999
116.95999999999998,0.469371,0.6038029999999999
117.92000000000002,0.365722,0.6029359999999999
118.88,0.191676,0.5398069999999999
119.84,-0.167925,0.5605219999999997
120.8,-0.132257,0.6547189999999998
