set_point,position_error,current
20.96,1.126327,0.3577714004237291
21.92,2.414589,0.4636194004237293
22.879999999999995,2.523163,0.6245244004237291
23.840000000000003,3.392221,0.8887614004237292
24.8,4.195252,1.042846400423729
25.760000000000005,4.685949,1.0916414004237291
26.72,4.615547,0.9981934004237292
27.68,4.503935,0.9821134004237292
28.64,4.050702,0.896877400423729
29.6,3.976722,0.8924554004237291
30.56,3.542864,0.8345434004237293
31.52,2.833777,0.8046504004237292
32.48,3.044251,0.8619114004237292
33.44,2.92737,0.9029894004237292
34.4,2.887021,0.8960494004237292
35.36,2.726167,0.8308244004237293
36.32,2.785854,0.9225384004237294
37.28,2.442949,0.9129014004237292
38.24,1.888039,0.8933674004237295
39.2,1.575434,0.902386400423729
40.16,0.963117,0.8323024004237292
41.12,0.884222,0.8761174004237293
42.08,0.462687,0.8705114004237293
43.04,0.208103,0.8349024004237293
44.0,0.554374,0.9626794004237292
44.96000000000001,0.380705,0.9324934004237292
45.92,0.703982,0.9775394004237292
46.88,0.49917,0.9239684004237294
47.84,0.409635,0.9552754004237294
48.8,-0.057882,0.9052484004237292
49.75999999999999,-0.120038,0.9129954004237296
50.72,-0.562528,0.9115164004237292
51.68000000000001,-0.781888,0.9054724004237292
52.64,-0.955721,0.8738664004237293
53.6,-0.086713,1.0141794004237294
54.56,0.019271,1.0231584004237295
55.52000000000001,0.220216,0.9769174004237292
56.47999999999999,0.482067,0.9994164004237291
57.44,0.412358,0.9706804004237292
58.400000000000006,0.456248,0.991485400423729
59.36,0.259881,0.9521634004237292
60.31999999999999,-0.053531,0.9216484004237292
61.28,-0.564578,0.8952554004237292
62.24000000000001,-0.902828,0.8940914004237295
63.2,-0.95588,0.8795184004237293
64.16,-0.774691,0.9096784004237296
65.12,-0.450477,0.9570424004237296
66.08,0.179364,1.0025514004237297
67.04,0.525319,1.0195344004237292
68.0,0.617832,0.9750794004237292
68.96,0.781818,0.9654864004237294
69.92,0.417537,0.9540174004237294
70.88,0.152479,0.8440384004237291
71.84,-0.277941,0.8942174004237293
72.8,0.015655,0.9685434004237294
73.76,0.304501,1.0359034004237293
74.72,0.355649,0.9839594004237296
75.68,0.204775,0.9585754004237292
76.64,0.088732,0.9552314004237294
77.6,-0.715608,0.8670344004237291
78.56,-0.291458,0.9495174004237292
79.52,0.128295,0.9985034004237294
80.48,0.357875,1.0037414004237293
81.44,0.155288,0.963755400423729
82.4,0.040444,0.9648154004237292
83.36,-0.178128,0.9406844004237293
84.32,-0.321322,0.9199204004237294
85.28,-0.589175,0.8824894004237291
86.24,-0.296749,0.9794554004237292
87.2,0.205216,1.0486814004237293
88.16,0.23971,0.9852544004237294
89.12,0.281115,0.9441474004237292
90.08,-0.032871,0.9285734004237292
91.04,-0.556261,0.888331400423729
92.0,-0.715114,0.9199564004237292
92.96,-0.38702,0.970764400423729
93.92,0.177767,1.040116400423729
94.88,0.4385,1.0379644004237292
95.84,0.424593,1.0184504004237291
96.8,0.013629,0.9301064004237294
97.76,-0.336687,0.8824974004237292
98.72,-0.246521,0.9388254004237296
99.68,-0.192893,0.9565074004237292
100.64,0.388087,0.9780514004237292
101.6,0.587509,0.9951114004237293
102.56,0.537901,0.9766254004237294
103.52,0.294184,0.9604374004237292
104.48,0.300021,0.940486400423729
105.44,-0.037406,0.8875844004237294
106.4,-0.077465,0.8993654004237295
107.36,-0.656564,0.9194044004237292
108.32,-0.574218,0.9000124004237293
109.28,-0.530543,0.940670400423729
110.24,-0.005193,0.9502794004237292
111.2,-0.009544,0.917179400423729
112.16,0.096041,0.9596984004237294
113.12,0.318485,1.0033704004237294
114.07999999999998,0.677494,1.0044194004237297
115.04000000000002,0.43302,0.954078400423729
116.0,0.355647,0.950392400423729
116.95999999999998,-0.031495,0.9300154004237292
117.92000000000002,-0.476231,0.8819214004237292
118.88,-0.522221,0.8937554004237291
119.84,-0.765933,0.9075424004237294
120.8,-0.44149,0.8929434004237293
121.76,-0.257771,0.9465174004237292
122.72,0.035469,0.9729094004237296
123.68,0.25615,0.9848224004237294
124.64,0.211593,0.9246994004237294
125.6,0.509466,0.9567764004237292
126.56,0.762816,0.9877514004237292
127.51999999999998,0.627007,0.9462534004237296
128.48,0.62105,0.9695554004237292
129.44,0.284915,0.9673484004237294
130.4,0.498354,0.9224674004237292
131.36,0.132575,0.9665304004237292
132.32,-0.177974,0.965337400423729
133.28,-0.33035,0.9491924004237292
134.24,-0.413772,0.989712400423729
135.2,-0.51733,0.950132400423729
136.16,-0.510131,0.9643164004237292
137.12,-0.866159,0.9520984004237294
138.08,-0.629358,0.9634914004237294
139.04,-0.47014,1.0053324004237292
140.0,-0.519388,0.9491434004237294
140.0,-1.663842,0.8945194004237289
140.0,-1.828969,0.9966484004237296
140.0,-3.204832,0.8820904004237293
140.0,-3.398905,0.7731214004237292
140.0,-3.349227,0.5963824004237293
140.0,-3.701,0.5018414004237293
140.0,-4.341362,0.3651174004237292
140.0,-4.298474,0.3681754004237292
140.0,-4.669594,0.4084634004237293
140.0,-3.953088,0.6186324004237291
140.0,-3.376603,0.7055044004237292
140.0,-3.094079,0.6012474004237292
140.0,-2.535386,0.6042134004237292
140.0,-2.938503,0.4697454004237291
140.0,-2.731995,0.5061424004237292
140.0,-1.931132,0.6620434004237292
140.0,-1.871743,0.5613514004237292
140.0,-1.943581,0.4650654004237291
140.0,-2.04703,0.4578084004237293
140.0,-1.349154,0.5936304004237292
