set_point,position_error,current
20.96,0.208861,0.4242197966101695
21.92,2.377597,0.1977877966101696
22.879999999999995,2.61794,0.4901527966101696
23.840000000000003,3.354972,0.7012677966101695
24.8,3.181456,0.8719837966101696
25.760000000000005,3.91288,0.8453087966101696
26.72,4.021994,0.7255107966101695
27.68,4.24386,0.6179877966101694
28.64,3.106262,0.7342257966101695
29.6,4.487557,0.4569277966101695
30.56,4.193776,0.5388657966101695
31.52,3.610267,0.4613077966101696
32.48,3.565184,0.4092427966101695
33.44,3.351803,0.4365727966101696
34.4,3.243625,0.4148787966101695
35.36,3.600072,0.3576357966101696
36.32,3.709108,0.3262117966101696
37.28,2.630149,0.3326097966101696
38.24,2.232812,0.3318327966101695
39.2,1.988313,0.3341587966101695
40.16,1.320517,0.4738147966101696
41.12,1.541502,0.4527057966101696
42.08,1.464805,0.3524637966101696
43.04,0.811559,0.4187767966101696
44.0,0.432625,0.5106657966101695
44.96000000000001,0.434031,0.5436967966101696
45.92,0.261041,0.4864537966101696
46.88,0.308492,0.4358937966101695
47.84,-0.057538,0.5572367966101694
48.8,-0.205102,0.5092067966101697
49.75999999999999,-0.608795,0.6073017966101695
50.72,-0.648003,0.5706327966101696
51.68000000000001,-0.866491,0.6703457966101696
52.64,-0.427033,0.6403867966101695
53.6,-0.058222,0.6399857966101696
54.56,-0.27851,0.6361887966101696
55.52000000000001,-0.573423,0.6229407966101694
56.47999999999999,-0.889089,0.7010657966101694
57.44,-1.022192,0.7937137966101695
58.400000000000006,-0.837785,0.7520077966101695
59.36,-0.355127,0.7939197966101694
60.31999999999999,-0.259681,0.7225097966101695
61.28,-0.389739,0.6720527966101695
62.24000000000001,-0.794984,0.7224147966101695
63.2,-0.769498,0.7600267966101695
64.16,-0.315829,0.7902617966101695
65.12,-0.188504,0.7904387966101696
66.08,0.327012,0.6913377966101695
67.04,0.630007,0.5701617966101695
68.0,0.714898,0.5693597966101696
68.96,0.557603,0.5773587966101696
69.92,0.309216,0.6195177966101695
70.88,1.130111,0.5050497966101695
71.84,-0.059652,0.7226187966101696
72.8,0.526009,0.5380847966101696
73.76,0.862455,0.5859127966101696
74.72,0.898348,0.5008007966101695
75.68,0.517349,0.5177117966101696
76.64,0.399597,0.5372367966101697
77.6,0.523523,0.4445227966101695
78.56,-0.125827,0.5475437966101695
79.52,0.170944,0.4966297966101696
80.48,0.301703,0.5412017966101696
81.44,-0.188446,0.5779637966101696
82.4,-0.525166,0.5507467966101696
83.36,-0.198345,0.6121597966101695
84.32,-0.389441,0.6477897966101696
85.28,-0.336071,0.5999307966101695
86.24,-0.348548,0.6110937966101695
87.2,-0.71428,0.5823517966101694
88.16,-1.043491,0.7057387966101696
89.12,-0.476184,0.7101767966101695
90.08,-0.52814,0.7559627966101694
91.04,0.041568,0.6669787966101695
92.0,-0.181163,0.6973367966101696
92.96,-0.138327,0.6123407966101695
93.92,-0.341855,0.6411517966101696
94.88,-0.227854,0.6478257966101695
95.84,-0.8195,0.7815457966101695
96.8,-0.103368,0.7305187966101696
97.76,0.14467,0.6938567966101694
98.72,0.411585,0.6010417966101695
99.68,0.249195,0.6428727966101695
100.64,0.340977,0.5760187966101695
101.6,-0.20038,0.6994877966101696
102.56,0.288279,0.6471137966101694
103.52,0.543363,0.5922677966101695
104.48,0.266003,0.6119397966101696
105.44,0.77644,0.5196307966101696
106.4,0.787032,0.4814917966101695
107.36,0.714256,0.4594367966101696
108.32,-0.233022,0.5337947966101695
109.28,0.204769,0.5017987966101696
110.24,-0.510273,0.6833927966101696
111.2,0.181514,0.5962057966101695
112.16,0.333252,0.6224617966101695
113.12,0.634554,0.4274347966101695
114.07999999999998,0.190787,0.5267027966101696
115.04000000000002,-0.091632,0.5050177966101694
116.0,-0.177448,0.6229527966101696
116.95999999999998,-0.726346,0.6652077966101695
117.92000000000002,-0.57206,0.5935687966101695
118.88,-0.392102,0.6637487966101696
119.84,-0.910114,0.7440277966101696
120.8,-1.084952,0.7893367966101694
121.76,-0.42448,0.7659277966101694
122.72,-0.211915,0.6980887966101694
123.68,-0.135096,0.6531897966101696
124.64,0.04597,0.6493747966101695
125.6,-0.280614,0.7184187966101696
126.56,-0.148471,0.6893967966101695
